Bank_Name,Cust_Name,Account_No,Loan_Type,Due_Amount,Due_Date,Priority,Recovered_by_Agent,Recovered_by_AI,Recovered_by_Field_Agent,Recovered_Date,Recovered_Amount,Remaining_Due_Amount
Kotak Mahindra,Kristen Gordon,XXXX7103,Car,51583.18,10-01-2025,Medium,,1,,25-02-2025,91930.49,5440.6
Axis Bank,Donald Rodriguez,XXXX1547,House,304965.78,01-06-2024,Low,1,,,30-07-2024,347855.95,21419.96
SBI,Jessica Lloyd,XXXX3716,House,397227.36,21-07-2025,Medium,1,,,24-06-2025,,0
ICICI Bank,Nicole Kennedy,XXXX6006,House,203042.67,13-07-2024,High,1,,,18-09-2024,390220.67,27727.22
SBI,Sarah Gregory,XXXX9724,Car,197206.9,13-07-2024,Medium,1,,,29-02-2024,344732.15,13247.87
HDFC Bank,Bonnie Rhodes,XXXX4786,House,263840.95,04-04-2024,High,,1,,24-01-2024,136825.85,5954.57
Kotak Mahindra,Kenneth Wilson,XXXX4862,House,473893.05,12-04-2024,High,,1,,18-11-2024,377681.81,37843.48
Kotak Mahindra,Robyn Maldonado,XXXX1328,House,52340.54,24-06-2024,Medium,,1,,01-04-2024,129969.68,6302.58
SBI,Michael Gomez,XXXX3259,Car,76311.1,29-06-2024,Low,,1,,05-01-2024,87797.53,8403.91
Kotak Mahindra,Jonathan Hayes,XXXX7508,Car,142759.46,18-06-2024,Low,,1,,22-07-2024,167510.11,3379.47
ICICI Bank,Willie Nguyen,XXXX9918,House,217685.92,24-07-2025,Low,1,,,17-04-2025,178926.75,19449.15
HDFC Bank,Elizabeth Martin,XXXX2594,House,181935.57,06-11-2023,High,,1,,17-04-2023,,0
HDFC Bank,Vincent Lopez,XXXX9496,Car,153054.04,07-10-2023,Medium,1,,,24-05-2023,309021.62,33553.3
SBI,Hailey Serrano,XXXX2826,Car,379379.13,08-05-2024,High,,1,,08-10-2024,,0
HDFC Bank,Jacqueline Morgan,XXXX4112,Car,57820.04,08-09-2023,Medium,1,,,04-05-2023,417845.99,44720.95
Kotak Mahindra,David Banks,XXXX4004,House,351851.06,29-02-2024,Medium,,1,,21-09-2024,384891.68,593.31
Axis Bank,Lisa Bradley,XXXX3406,House,310716.51,17-12-2023,High,,1,,06-05-2023,424594.94,36936.43
ICICI Bank,Anthony Davis,XXXX9969,House,456490.32,26-08-2024,Low,1,,,19-08-2024,207998.58,497.13
SBI,Jack Lee,XXXX8868,House,299100.07,15-04-2025,Medium,,,1,16-08-2025,400680.55,33315.77
Kotak Mahindra,Curtis Lawrence,XXXX7659,House,495745.55,16-03-2025,High,,1,,20-05-2025,,0
Axis Bank,Mindy Macdonald,XXXX3196,Car,193417.9,01-06-2025,Medium,,1,,12-03-2025,203182.45,2974.23
Axis Bank,Andrea Buchanan,XXXX1581,Car,338277.65,15-11-2024,High,1,,,13-01-2024,,0
SBI,Cody Wilkinson,XXXX3039,House,131687.93,31-05-2025,High,1,,,06-06-2025,,0
ICICI Bank,Erik Rivera,XXXX2941,House,94836.42,13-01-2024,Medium,,1,,07-10-2024,162651.49,14932.12
SBI,Kelly Wheeler,XXXX6313,Car,469088.74,08-06-2025,Low,,1,,24-09-2025,,0
Kotak Mahindra,Peter Walsh,XXXX8169,Car,270805.61,12-03-2024,High,,1,,02-11-2024,,0
SBI,Christina Anderson,XXXX7662,House,236388.27,01-11-2024,Low,,1,,26-02-2024,,0
Axis Bank,Patrick White,XXXX4606,House,417395.29,27-01-2025,Low,,,1,24-08-2025,338645,21798.79
HDFC Bank,Mrs. Kara Kennedy,XXXX7848,Car,163566.85,13-12-2023,Low,,1,,21-01-2023,209439.57,9032.24
Kotak Mahindra,Katherine Perez,XXXX7609,Car,337147.47,08-04-2025,Low,,1,,10-12-2025,,0
SBI,Brianna Gaines,XXXX5767,Car,74483.66,13-12-2024,Low,,1,,28-04-2024,461746.78,14281.57
ICICI Bank,David Dawson,XXXX9892,Car,109998.54,16-03-2024,Medium,,1,,05-08-2024,203208.94,9282.1
HDFC Bank,David Morse,XXXX9875,Car,288784.76,18-02-2025,Low,1,,,26-01-2025,72264.81,6359.98
Axis Bank,Kelly Montoya,XXXX8812,Car,101224.11,29-03-2024,High,,1,,27-04-2024,187897.49,11109.81
SBI,Ashley Poole,XXXX7956,Car,77094.81,07-02-2025,High,1,,,14-10-2025,,0
ICICI Bank,Dr. Devin Lester PhD,XXXX6857,Car,109902.93,07-06-2024,High,1,,,27-07-2024,146636.56,10926
Axis Bank,Jeffrey Mccoy,XXXX5226,House,326908.7,10-03-2025,Low,1,,,26-10-2025,227781.47,6163.99
HDFC Bank,Marvin Williams,XXXX1581,House,170430.71,03-05-2024,Low,1,,,04-09-2024,83646,7505.02
HDFC Bank,Christopher Carpenter,XXXX6551,House,377735.5,02-10-2023,High,1,,,23-09-2023,306198.17,31535.16
ICICI Bank,Angel Miller,XXXX1178,Car,266136.21,09-03-2024,Low,,1,,27-12-2024,97003.5,8950.86
ICICI Bank,Kristin Peterson,XXXX3123,Car,74107.61,17-04-2025,Low,1,,,20-07-2025,127906.68,2394.8
Kotak Mahindra,William Gilbert,XXXX3632,House,247542.23,02-08-2024,Low,1,,,25-03-2024,304359.65,12820.13
Axis Bank,Breanna Robinson,XXXX7682,House,389893.7,18-04-2025,High,,,1,09-02-2025,245531.58,16150.3
HDFC Bank,Michael Flores,XXXX1460,Car,268538.87,10-07-2025,High,,1,,22-01-2025,246354.92,9576.27
HDFC Bank,Angela Smith,XXXX7922,House,461889.73,17-10-2024,High,1,,,08-11-2024,171254.02,1121.47
Axis Bank,Matthew Tapia,XXXX4088,Car,88297.62,17-05-2024,Low,1,,,08-11-2024,393664.77,2594.19
SBI,Pamela Cross,XXXX9618,Car,53040.92,08-05-2024,Low,1,,,02-09-2024,222044.49,10773.62
HDFC Bank,Justin Soto,XXXX4324,House,321232.21,05-08-2025,Medium,,1,,26-06-2025,129328.47,22.81
Axis Bank,Robert Hanson,XXXX4952,House,260880.19,10-08-2023,Low,,1,,17-09-2023,396717.68,40669.15
Axis Bank,Kenneth Martin,XXXX4240,House,188820.11,04-11-2023,High,1,,,06-09-2023,368547.08,37505.38
SBI,Ashley Moses,XXXX9165,House,478241.22,18-02-2024,High,,1,,08-02-2024,108353.14,5360.27
HDFC Bank,Deborah Jensen,XXXX7084,Car,113287.62,03-01-2025,High,,1,,03-12-2025,250247.24,3155.43
ICICI Bank,Mandy Jenkins,XXXX8260,Car,286947.43,04-04-2025,Low,,1,,01-04-2025,,0
SBI,Courtney Walters,XXXX7798,House,287122.27,25-11-2023,Low,,1,,12-07-2023,,0
HDFC Bank,Tracy Gordon,XXXX1226,Car,470529.47,22-02-2025,Low,1,,,13-08-2025,147324.03,13409.9
HDFC Bank,Abigail Boone,XXXX2783,House,472681.91,03-10-2023,Medium,,1,,09-12-2023,,0
Axis Bank,Brenda Morgan,XXXX2705,Car,473360.65,06-04-2025,Medium,1,,,20-06-2025,90357.61,9677.9
Kotak Mahindra,Cathy Lane,XXXX8757,Car,387574.31,18-03-2025,High,,1,,29-08-2025,402220.12,180.58
HDFC Bank,Sara Villanueva,XXXX8320,House,400883.47,23-11-2023,High,,1,,30-08-2023,171530.01,14440.77
Kotak Mahindra,Krista Wilson,XXXX4730,Car,286457.82,08-12-2024,High,,,1,04-05-2024,,0
SBI,Matthew Potter,XXXX1960,House,290878.86,05-10-2023,Medium,1,,,12-10-2023,95034.81,5350.23
Axis Bank,Samantha Caldwell,XXXX5880,House,91698.36,05-03-2024,High,1,,,11-04-2024,235328.71,19325.75
ICICI Bank,Juan Williams,XXXX3938,Car,82897.26,16-05-2024,Low,,1,,22-04-2024,457266.05,30563.22
Axis Bank,Danielle Crawford,XXXX8985,Car,109929.43,05-04-2024,Medium,1,,,10-01-2024,,0
Kotak Mahindra,Monica Ferguson,XXXX4784,Car,308185.47,11-10-2023,High,1,,,31-08-2023,93061.73,1607.49
Axis Bank,Sara Hill,XXXX7129,House,287803.6,20-01-2024,High,1,,,11-11-2024,104770.07,2960.32
Kotak Mahindra,Ronnie Burns,XXXX7958,House,136330.22,28-11-2023,Medium,1,,,18-01-2023,,0
Axis Bank,Denise Carroll,XXXX8221,House,405548.05,11-12-2023,Low,,1,,11-11-2023,,0
Kotak Mahindra,John White,XXXX2866,Car,464849.07,29-04-2025,Low,1,,,24-01-2025,95427.6,7069.16
ICICI Bank,Cheyenne Matthews,XXXX9650,House,192202.1,19-10-2024,Medium,1,,,23-02-2024,227324.22,2137.68
Kotak Mahindra,Joel Serrano,XXXX3993,Car,420707.3,08-08-2023,Low,,,1,16-10-2023,,0
Kotak Mahindra,Desiree Bennett,XXXX3642,Car,356195.98,19-06-2024,Medium,1,,,24-12-2024,466379.21,10939.86
HDFC Bank,William Horton,XXXX2306,House,272373.41,06-02-2024,Medium,,,1,29-03-2024,,0
ICICI Bank,Kayla Moreno,XXXX9012,House,498625.17,24-03-2025,High,,1,,13-10-2025,234814.33,6773.24
ICICI Bank,Bradley Perry,XXXX7079,House,429080.92,02-11-2024,High,,1,,14-09-2024,64386.83,5385.14
Kotak Mahindra,Derrick Zimmerman,XXXX2098,Car,290040.89,16-06-2024,Medium,1,,,28-05-2024,444522.02,21453.74
Axis Bank,Mr. Andrew Ruiz MD,XXXX5104,Car,401433.6,01-01-2025,Medium,1,,,20-06-2025,,0
HDFC Bank,Trevor Hicks,XXXX8378,House,452513.56,23-12-2024,High,1,,,12-08-2024,112871.1,9174.73
ICICI Bank,Courtney Spencer,XXXX4332,House,248230.86,17-11-2024,High,1,,,08-06-2024,82103.63,6008.82
HDFC Bank,Kathleen Gonzalez,XXXX7369,Car,217065.74,05-11-2023,Medium,1,,,06-06-2023,370819.32,9540.76
HDFC Bank,Brandi Jones,XXXX1998,House,422713.32,19-05-2024,Medium,1,,,02-02-2024,,0
ICICI Bank,Danielle Contreras,XXXX4178,House,114778.64,12-01-2024,High,1,,,22-11-2024,330599.35,29281.92
HDFC Bank,Gregory Hoffman,XXXX7964,Car,290481.28,14-06-2024,High,1,,,05-06-2024,390607.78,12085.5
Axis Bank,Katrina Fischer,XXXX4824,Car,461135.72,28-09-2024,Medium,1,,,15-07-2024,,0
Axis Bank,Ann Perry,XXXX9451,House,106720.49,01-07-2025,Medium,1,,,03-09-2025,,0
Kotak Mahindra,Erin Williams,XXXX1705,House,77043.86,02-04-2025,High,,1,,04-08-2025,,0
HDFC Bank,Gary Anderson,XXXX8472,Car,160828.98,02-02-2025,High,1,,,29-03-2025,,0
HDFC Bank,David Hall,XXXX2187,Car,214450.49,31-10-2023,Medium,,1,,01-05-2023,373344.98,36756.98
ICICI Bank,Robert Tucker,XXXX6596,Car,219936.14,16-04-2024,High,,1,,01-09-2024,191510.26,1520.31
Kotak Mahindra,Ethan Barton Jr.,XXXX2162,Car,377087.58,19-02-2025,High,,1,,12-12-2025,66261.24,1596.58
Kotak Mahindra,Sherry White,XXXX7837,Car,259711.84,14-02-2025,Low,1,,,05-12-2025,470186.61,17067.47
SBI,Traci Wilson,XXXX1006,Car,194300.83,01-12-2024,Low,,1,,10-06-2024,307985.12,31948.72
SBI,Melissa Oconnor,XXXX8885,Car,93086.2,12-09-2024,Low,,,1,14-06-2024,49754.05,338.82
Kotak Mahindra,Kristin Rangel,XXXX2489,Car,367736.02,17-09-2023,High,1,,,16-03-2023,464911,2336.65
Axis Bank,Stanley Wilson,XXXX4464,Car,177506.8,08-08-2024,Medium,1,,,20-03-2024,103481.92,8208.71
Kotak Mahindra,Edward Stephens,XXXX3758,House,351764.1,06-07-2024,High,1,,,27-11-2024,46368.09,4382.03
HDFC Bank,Stacy Garner,XXXX9615,Car,463831.72,13-04-2024,Low,,,1,20-11-2024,129190.32,9936.86
ICICI Bank,Maria Ward,XXXX4207,House,417156.22,29-05-2024,High,1,,,27-08-2024,98377.57,9780.95
Kotak Mahindra,Carl Williams,XXXX9219,House,331763.38,11-12-2023,Low,,1,,18-11-2023,80005.21,5231.02
Axis Bank,Angela Wells,XXXX2162,House,368387.03,10-11-2024,Medium,,1,,11-11-2024,241645.5,20608.64
Axis Bank,Todd White,XXXX6346,House,85275.03,30-12-2024,Low,1,,,16-10-2024,,0
Kotak Mahindra,William Cummings,XXXX5925,House,386404.77,16-10-2023,Medium,,1,,04-07-2023,,0
Axis Bank,Laurie Pruitt,XXXX1720,House,227838.39,09-03-2025,Low,1,,,30-11-2025,,0
ICICI Bank,Miguel Johnson,XXXX6193,House,136310.11,05-08-2024,Low,,1,,09-01-2024,342853.05,9472.14
Kotak Mahindra,Kimberly Lopez,XXXX7830,House,321010.98,21-12-2023,Medium,,1,,23-02-2023,221407.5,15780.53
HDFC Bank,Anthony Arnold,XXXX3451,House,64370.58,19-10-2023,High,1,,,23-02-2023,,0
HDFC Bank,Mary Boyd,XXXX5385,Car,457197.56,03-10-2024,Low,,,1,22-12-2024,,0
SBI,Anna Vincent,XXXX9817,House,405980.25,16-02-2024,Low,,1,,07-04-2024,,0
SBI,Dr. Jamie Riley,XXXX1080,House,377232.38,05-03-2024,Low,1,,,21-06-2024,302330.46,21501.39
Kotak Mahindra,Timothy Miller,XXXX7579,House,428363.77,01-06-2025,Low,,,1,30-06-2025,199982.41,6482.3
ICICI Bank,Sandra Walton,XXXX6724,House,393304.33,01-07-2024,Medium,1,,,14-11-2024,416432.19,30283.03
HDFC Bank,Tim Everett,XXXX3914,Car,149674.94,22-02-2024,High,,1,,20-03-2024,394177.98,21521.05
Axis Bank,Jacob Harris,XXXX6688,House,289291.13,11-11-2023,Medium,1,,,15-08-2023,,0
SBI,Antonio Martin,XXXX4973,House,189030.65,23-03-2025,Medium,1,,,03-10-2025,354032.73,796.43
HDFC Bank,Eric Moore,XXXX5572,Car,449595.69,05-07-2024,Medium,,1,,16-11-2024,238879.97,22471.46
HDFC Bank,Diane Donovan,XXXX6443,House,140876.23,05-03-2024,High,1,,,25-12-2024,,0
Kotak Mahindra,Karl Jackson,XXXX2919,House,137327.83,07-11-2023,Low,1,,,14-04-2023,309084.35,12073.84
SBI,Deborah Stewart,XXXX3361,House,148897.14,30-01-2025,Medium,1,,,19-02-2025,125948.53,9040.94
Axis Bank,Adam Hines,XXXX1428,House,201173.42,13-04-2025,High,,1,,29-06-2025,,0
ICICI Bank,David May,XXXX9620,Car,344029.09,02-10-2023,Medium,,1,,16-05-2023,140359.97,11834.4
Kotak Mahindra,Thomas Perkins,XXXX8873,Car,449866.16,13-01-2025,Low,,1,,03-08-2025,,0
Axis Bank,Robert Valencia,XXXX2597,House,490061.75,24-07-2025,High,1,,,19-08-2025,200827.46,5396.88
Kotak Mahindra,Patrick Ryan,XXXX7199,House,371361.82,06-11-2023,Low,,1,,16-08-2023,280389.82,31105.55
HDFC Bank,Marisa French,XXXX3942,House,470163.09,25-08-2023,Low,,1,,09-09-2023,210853.67,15069.2
Kotak Mahindra,Brenda Cervantes PhD,XXXX3480,Car,300586.04,06-07-2024,Low,,1,,28-03-2024,223942.72,12580.45
Kotak Mahindra,Patricia Ellis,XXXX3210,House,424713.08,26-02-2024,Low,,1,,08-01-2024,112320.83,9120.37
SBI,Patty Lawrence,XXXX7241,Car,437938.17,16-01-2025,High,1,,,16-09-2025,271001.79,11909.09
ICICI Bank,Anna Stevens,XXXX7556,House,311106.56,17-05-2024,Medium,1,,,11-09-2024,440421.45,32540.14
ICICI Bank,David Williams,XXXX1985,House,67863.82,12-06-2025,Low,1,,,07-02-2025,,0
HDFC Bank,Alexis Sanchez,XXXX9153,House,251009.94,14-02-2025,High,,1,,31-01-2025,,0
Axis Bank,Jessica Mills,XXXX2467,House,276546.36,16-07-2024,High,1,,,07-08-2024,245091.07,15752.79
HDFC Bank,Jean Harvey,XXXX1630,Car,207459.67,17-09-2023,High,,1,,28-06-2023,382645.69,19513.31
SBI,Laura Irwin,XXXX6118,House,442329.1,16-08-2024,High,,,1,14-12-2024,169919.06,14059.65
HDFC Bank,Melissa Smith,XXXX1309,Car,115863.99,22-03-2024,Medium,,1,,06-05-2024,65455.49,1660.98
HDFC Bank,Gina Porter,XXXX9910,Car,119203.66,05-04-2025,Low,1,,,16-12-2025,438187.89,17435.36
SBI,Kevin Schultz,XXXX5119,House,488981.92,18-07-2025,High,1,,,12-03-2025,159203.65,2293.48
SBI,Cynthia Peck,XXXX6282,House,248397.57,29-10-2024,Medium,1,,,05-07-2024,,0
HDFC Bank,Emily Sexton DVM,XXXX4232,Car,254309.45,29-02-2024,Medium,1,,,20-06-2024,437421.88,45866.85
SBI,Steven Moore,XXXX6808,Car,347564.35,01-10-2023,Low,,1,,07-09-2023,127971.2,5566.1
Kotak Mahindra,Melissa Chung,XXXX5605,Car,90592.01,13-04-2024,Medium,1,,,18-03-2024,457854.5,36836.54
Kotak Mahindra,Bethany Larson,XXXX8891,Car,355516.06,21-04-2024,Medium,,,1,18-12-2024,,0
HDFC Bank,Sandra Baker,XXXX9506,Car,475832.36,14-11-2023,Medium,1,,,23-06-2023,163480.1,12903.75
Axis Bank,Nichole Brown,XXXX4864,Car,80243.9,15-08-2023,High,1,,,06-07-2023,333528.41,32986.92
HDFC Bank,Samantha Simon,XXXX1918,House,375658.61,31-03-2025,Medium,1,,,14-09-2025,202895.9,15465.36
Kotak Mahindra,Morgan Mercado,XXXX3528,House,354519.07,08-04-2024,High,1,,,15-10-2024,,0
ICICI Bank,Joseph Vasquez,XXXX7124,House,119104.02,21-07-2024,High,1,,,08-05-2024,152858.58,13622.67
ICICI Bank,Ashley Roberts,XXXX9598,House,285450.59,02-05-2024,Low,1,,,13-07-2024,91207.01,6709.51
Kotak Mahindra,Philip Evans,XXXX2040,Car,289666.7,18-04-2024,Low,1,,,10-10-2024,167537.56,1781.25
HDFC Bank,Ashley George,XXXX6565,House,447379.34,29-05-2024,High,1,,,30-06-2024,462390.37,34308.11
Kotak Mahindra,Madison Marquez,XXXX4366,Car,355511.93,08-07-2025,Medium,,1,,04-11-2025,261193.5,5612.43
SBI,Randy Kelley,XXXX5262,Car,335722.4,05-06-2024,High,1,,,11-12-2024,88616.07,2115.94
Kotak Mahindra,Drew Martin,XXXX6257,Car,146449.55,09-10-2024,Low,1,,,08-02-2024,123442.01,13547.15
ICICI Bank,Charlotte Sanchez,XXXX7920,Car,497815.13,14-02-2025,Low,,1,,08-12-2025,344433.09,7200.12
Kotak Mahindra,Ryan Collins,XXXX7927,Car,455704.6,20-08-2024,High,,1,,14-05-2024,234156.42,17765.37
HDFC Bank,Russell Baird,XXXX7740,House,224212.8,25-08-2023,Medium,,1,,08-02-2023,98271.52,5708.81
HDFC Bank,Thomas Rose Jr.,XXXX6020,Car,440931.92,04-05-2025,Medium,1,,,02-06-2025,168337.22,14709.13
Axis Bank,Robert Morris,XXXX2226,House,462931.44,08-06-2024,Medium,1,,,16-03-2024,188219.45,10393.13
ICICI Bank,Riley Gross,XXXX2699,House,131986.88,23-01-2024,Medium,1,,,01-02-2024,,0
Kotak Mahindra,Dr. Kevin Harris,XXXX8175,Car,259962.77,10-04-2024,Low,,1,,19-03-2024,321922.38,9340.53
Kotak Mahindra,Laura Woodard,XXXX1411,House,263821.2,17-04-2025,Medium,,1,,19-04-2025,276668.83,1443.61
SBI,Michelle Levy,XXXX4317,House,367970.17,28-09-2023,Medium,,1,,01-08-2023,,0
Axis Bank,Alison Hill,XXXX6508,House,125340.26,17-03-2024,Low,1,,,14-06-2024,144917.94,5596.79
HDFC Bank,Natalie Tucker,XXXX7527,House,207866.58,04-05-2024,Medium,,1,,19-03-2024,274844.22,3963.31
Axis Bank,Donald Riley,XXXX2583,Car,375163.13,16-02-2025,Low,,1,,28-07-2025,59065.9,706.05
ICICI Bank,Victoria Martin,XXXX1686,House,219400.79,07-02-2024,Medium,,1,,25-04-2024,,0
ICICI Bank,Hunter Andrews,XXXX8902,Car,283916.44,17-07-2024,Low,,1,,13-02-2024,306912.46,21260.37
SBI,Hannah Santana MD,XXXX3623,Car,67055.39,02-11-2024,High,,,1,04-05-2024,,0
Kotak Mahindra,Kyle Hoffman,XXXX7327,House,152423.62,07-09-2023,High,1,,,24-09-2023,487061.61,1420.72
HDFC Bank,Brandi Wolfe,XXXX3767,Car,468711.67,15-11-2024,Medium,1,,,01-10-2024,,0
HDFC Bank,Tiffany Jenkins,XXXX1112,Car,231555.94,16-04-2024,Low,1,,,28-05-2024,378757.59,23581.13
Kotak Mahindra,Mariah Kelley,XXXX3092,Car,142283.67,21-01-2025,Medium,,,1,11-09-2025,246875.46,1501.26
Kotak Mahindra,Mike Fernandez,XXXX9286,House,232285.54,06-09-2023,High,1,,,05-08-2023,85741.37,2214.94
ICICI Bank,Erik Callahan,XXXX7479,Car,288209.88,30-04-2024,Medium,1,,,18-03-2024,,0
SBI,Laura Johnston,XXXX7240,Car,203822.83,04-12-2024,High,,1,,03-07-2024,51196.43,3730.85
Kotak Mahindra,Kathy Fitzpatrick,XXXX4078,Car,336065.7,29-05-2025,Low,1,,,07-06-2025,173335.31,16218.35
SBI,Katelyn Franklin,XXXX6467,House,394051.54,25-01-2025,Medium,,1,,13-08-2025,319655.59,3812.32
Axis Bank,Emily Conley,XXXX9509,House,453401.79,25-12-2024,High,1,,,09-02-2024,,0
Kotak Mahindra,Trevor Malone,XXXX6933,Car,349082.91,07-08-2023,Low,,1,,17-12-2023,,0
Kotak Mahindra,Johnny Nicholson,XXXX5719,House,347628,01-08-2025,High,1,,,20-06-2025,302478.93,24764.87
Kotak Mahindra,Mary Shaw,XXXX7391,House,384616.36,21-05-2025,Low,1,,,19-11-2025,102774.43,9935.42
HDFC Bank,Jason Ward,XXXX4403,Car,496460.28,12-12-2023,Medium,,1,,13-08-2023,292336.86,8055.49
HDFC Bank,Lisa Jensen MD,XXXX4212,Car,343739.6,08-04-2024,High,1,,,24-11-2024,133601.33,6392.27
ICICI Bank,Michelle Beck,XXXX8305,House,470200.89,01-09-2023,Low,1,,,01-03-2023,356640.51,34334.67
SBI,Laura Pace,XXXX3546,House,492661.07,10-09-2023,High,1,,,23-06-2023,268886.8,16747.97
Axis Bank,Charles Roberts,XXXX4393,House,388921.71,02-09-2024,Low,1,,,24-01-2024,414556.64,24780.22
SBI,Daniel Munoz,XXXX5263,House,327084.94,30-10-2023,Medium,1,,,01-08-2023,163349,7438.18
Axis Bank,Victoria Frey,XXXX4123,Car,54985.36,18-06-2024,Medium,,1,,06-11-2024,292325.59,23584.05
ICICI Bank,Christopher Shaw,XXXX5264,House,446704.48,24-12-2024,Medium,1,,,04-12-2024,229721.09,11206.03
SBI,Marie Fields,XXXX1389,Car,288046.13,18-07-2025,High,,1,,18-01-2025,,0
Axis Bank,Joseph Andersen,XXXX3683,Car,306293.77,25-09-2024,Medium,,1,,31-10-2024,163072.32,16835.36
HDFC Bank,Lauren Humphrey,XXXX3160,House,375240.03,18-12-2023,High,,1,,04-08-2023,261754.4,22957.08
Axis Bank,Margaret Robinson,XXXX4187,House,412180.47,21-03-2024,High,,1,,22-10-2024,129286.54,183.43
ICICI Bank,James Moore,XXXX8087,House,443984.3,05-08-2025,Low,,1,,17-07-2025,,0
SBI,Paula Carey,XXXX5026,House,326511.34,26-01-2025,High,,1,,30-03-2025,261759.45,16754.05
ICICI Bank,Sara Moore,XXXX3127,House,186472.41,13-05-2025,High,,1,,03-07-2025,304208.07,17207.33
ICICI Bank,Natalie Smith,XXXX3828,House,227915.88,03-11-2023,Medium,1,,,08-10-2023,213445.15,2634.11
Axis Bank,Martin Jennings,XXXX5427,House,133545.65,25-12-2024,Low,,1,,05-01-2024,452665.54,36032.53
SBI,Julie Johnson,XXXX1944,Car,440887.55,21-11-2023,Low,1,,,17-02-2023,,0
Kotak Mahindra,Susan York,XXXX1504,Car,205506.16,05-03-2024,High,1,,,30-10-2024,134186.04,5795.33
ICICI Bank,Franklin Jackson,XXXX4146,House,134552.57,09-03-2025,Low,,1,,19-05-2025,,0
Axis Bank,Karla Robinson,XXXX9569,House,67487.67,07-01-2024,Medium,,1,,07-08-2024,178937.75,18991.74
Kotak Mahindra,Anthony Wright,XXXX1207,House,430166.2,10-01-2025,Medium,,1,,12-01-2025,319104.22,26763.81
HDFC Bank,Peter Ramirez,XXXX3839,Car,198522.54,15-10-2023,Low,,1,,27-05-2023,182090.02,5562.6
Axis Bank,Jacqueline Wright,XXXX8124,House,150074.04,26-07-2024,Low,,1,,22-01-2024,457236.57,2061.91
SBI,Ruth Williams,XXXX4396,House,391626.7,25-12-2024,Low,,,1,05-07-2024,280435.02,13579.74
Kotak Mahindra,Aaron Bryant,XXXX9772,Car,288447.11,27-12-2024,Low,,1,,13-07-2024,124069.23,13680.18
Kotak Mahindra,Jacqueline Cox,XXXX8067,Car,145671.06,25-03-2024,Low,1,,,01-04-2024,132098.37,4618.43
Axis Bank,Samuel Ramirez,XXXX6058,House,57917.73,31-08-2023,Medium,1,,,13-12-2023,297359.11,10081.63
HDFC Bank,Jackson Gross,XXXX8396,House,261029.26,29-10-2024,Medium,,1,,17-10-2024,,0
SBI,Jessica Nelson,XXXX1450,Car,277040.65,24-07-2025,High,,1,,17-04-2025,100792.17,6177.72
ICICI Bank,Richard Lee,XXXX7626,House,357983.43,15-06-2025,Medium,1,,,03-02-2025,,0
Axis Bank,Paul Cox,XXXX2012,House,424527.1,11-06-2025,Low,1,,,13-02-2025,240255.64,14405.81
ICICI Bank,Stanley Jones,XXXX3464,Car,283173.18,02-01-2024,Low,,1,,16-02-2024,380018.64,19716.36
HDFC Bank,Theresa May MD,XXXX4542,House,202922.36,13-06-2024,High,1,,,21-12-2024,172330.56,14094.37
HDFC Bank,Kaitlyn Spencer,XXXX6217,House,267873.72,18-04-2024,Low,1,,,20-01-2024,404471.6,36125.76
HDFC Bank,Sarah Jones,XXXX9963,House,485416.6,27-11-2023,Low,1,,,18-02-2023,335649.16,9127.45
Kotak Mahindra,Leslie Lamb,XXXX3686,Car,304293.67,05-01-2025,High,1,,,18-09-2025,,0
HDFC Bank,Kenneth Tanner,XXXX4160,House,50840.09,23-02-2025,Low,1,,,14-05-2025,78298.94,6872.24
Kotak Mahindra,Randy Chavez,XXXX2288,House,172940.32,06-06-2024,High,,1,,19-01-2024,297678.01,23758.02
ICICI Bank,Sharon Johnson,XXXX7276,Car,379393.27,06-07-2024,Medium,,1,,23-08-2024,,0
SBI,Amy Smith,XXXX4417,House,477417.63,21-01-2024,High,,1,,03-12-2024,337618.34,27853.67
SBI,Tammy Weiss,XXXX8562,Car,496684.43,10-01-2025,Low,1,,,05-09-2025,,0
Axis Bank,Jon Garcia,XXXX4424,Car,122335.39,13-02-2025,Low,,1,,07-12-2025,427517.68,15169.98
SBI,Angela Jones,XXXX1737,House,133173.16,04-02-2025,Low,1,,,26-06-2025,,0
Kotak Mahindra,Sarah Odonnell,XXXX8491,House,326647.94,26-09-2024,Low,1,,,21-10-2024,319664.06,13441.5
Kotak Mahindra,Kristina Smith,XXXX6144,Car,263539.27,10-11-2024,Low,1,,,04-03-2024,454797.47,39351.68
Kotak Mahindra,Christine Cole,XXXX5104,Car,359802.22,16-05-2025,High,,1,,12-08-2025,,0
HDFC Bank,Paula Sloan,XXXX3150,House,203207.38,18-02-2025,High,,1,,10-01-2025,365467.51,3770.14
HDFC Bank,Anthony Mcfarland,XXXX7355,House,447335.12,12-05-2024,Low,,1,,07-08-2024,163371.39,5014.69
SBI,Melissa Aguirre,XXXX9687,Car,92962.72,15-02-2024,Medium,,,1,30-03-2024,352890.85,11184.74
SBI,David Smith,XXXX6559,Car,305962.88,14-08-2023,Medium,1,,,10-03-2023,198214.09,21449.67
ICICI Bank,Kimberly Cole,XXXX8707,Car,417428.39,28-11-2024,Low,,1,,01-05-2024,,0
HDFC Bank,Trevor Rodriguez,XXXX7651,House,400840.77,15-09-2024,Low,,1,,02-05-2024,,0
